#,Title (English),Title (Sindhi),Author (English),Author (Sindhi),Year,Publisher,Category,Language,Link,Thumbnail
77,Qedi Takht Lahore Jo (Torture Cell Jee Katha),قيدي تخت لاھور جو (ٽارچر سيل جي ڪٿا),Nawaz Khan Zaor,نواز خان زئور,2007,"Motherland Publishers, Hyderabad.",Autobiography / Biography,Sindhi,https://lib.sindh.org/download/9467,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ef79eb6380.png
78,Sufi Sanjah,صوفي ساڃاھہ,Sufi Qurban Ali Qurban Khaskheli,صوفي قربان علي قربان خاصخيلي,2007,"Sindhi Sahat Ghar, Hyderabad.",Religion,Sindhi,https://lib.sindh.org/download/9466,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ef74102001.png
79,Shaheed Hemoon Kalani (Sindhi Sarvech ),شھيد ھيمون ڪالاڻي (سنڌي سرويچ),Dr. Azad Qazi,ڊاڪٽر آزاد قاضي,2015,"Roshni Publication, Kandiaro.",Autobiography / Biography,Sindhi,https://lib.sindh.org/download/9465,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ef674bfc6c.png
80,Shaheed Dodo Soomro,شھيد دودو سومرو,Dr. Azad Qazi,ڊاڪٽر آزاد قاضي,2015,"Roshni Publication, Kandiaro.",History,Sindhi,https://lib.sindh.org/download/9464,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ef487ab689.png
81,Sore Aa Seengar,سوري آ سينگار,Sattar Vistro,ستار وسطڙو,2003,"Veer Publication, Karachi.",Politics,Sindhi,https://lib.sindh.org/download/9463,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ef3175ad76.png
82,Sindhi Wiyakaran (Char Bhanga),سنڌي وياڪرڻ (چار ڀاڱا),Shams-ul-Ulma Mirza Qaleech Baig,شمس العلماء مرزا قليچ بيگ,1992,"Sindhi Adabi Board, Jamshoro.",Dictionary,Sindhi,https://lib.sindh.org/download/9462,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ef270636e9.png
83,Sindhi Boli Lasaniyat Khaan Samaji Lasaniyat Taeen,سنڌي ٻولي لسانيات کان سماجي لسانيات تائين,Dr. Muhammad Qasim Bughio,ڊاڪٽر محمد قاسم ٻگھيو,1998,"Sindhica Academy, Karachi.",Linguistics,Sindhi,https://lib.sindh.org/download/9461,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698eee1d54a20.png
84,Sindhua Kinaray Wisariyal Shahar,سنڌوء ڪناري وساريل شھر,Michael Jansen et al.,مائيڪل جينسن ۽ ٻيا (سنڌيڪار عطا محمد ڀنڀرو),2005,"Sindhica Academy, Karachi.",History,Sindhi,https://lib.sindh.org/download/9460,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ee9d265cfe.png
85,Sindhua Jee Sanjah (Vol. II),سنڌوءَ جي ساڃاھہ (ٻن ڀاڱن ۾، جلد 2),G. M. Syed,جي۔ ايم۔ سيد,1982,"Sorath Publication, Bombay.",History,Sindhi,https://lib.sindh.org/download/9459,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ee7b5823dd.png
86,Sindhu Sheenhan Daryah [The lion river: The Indus],سنڌو: شينھن درياھہ,Jean Fairley,جين فيئرلي (سنڌيڪار عطا محمد ڀنڀرو),1999,"Sindhica Academy, Karachi.",Rivers / Water,Sindhi,https://lib.sindh.org/download/9458,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ee6be38050.png
87,Sindhu Tahzeeb Aen Sindhu Dharam Ja Europe Mein Kayam Kadeem Aasaar,سنڌو تھذيب ۽ سنڌو ڌرم جا يورپ ۾ قديم آثار (تاريخ),Aoumiel,اؤميل (سنڌيڪار عطا محمد ڀنڀرو),2009,"Kavita Publication, Hyderabad.",History,Sindhi,https://lib.sindh.org/download/9457,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ee5c9f35a0.png
88,Sindh Aen Angrezan Jee Hikmat Amli [A History of British Relations With Sindh 1613-1848],سنڌ ۾ انگريزن جي حڪمت عملي,Dr. Adrian Duarte,ڊاڪٽر ايڊرين ڊيورٽي (سنڌيڪار عطا محمد ڀنڀرو),1999,"Sindhica Academy, Karachi.",History,Sindhi,https://lib.sindh.org/download/9456,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ee4caa53eb.png
89,Sanatan Dharam [Sanatana Dharma],سناتن ڌرم,Naraindas C. Motiyani,نارائڻ داس سي. موتياڻي,2011,"Sain Publisher, Sehwan Shareef.",Religion,Sindhi,https://lib.sindh.org/download/9455,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ee44a926f8.png
90,Rohria Ja Roshan Sitara,روھڙيء جا روشن ستارا (روھڙيء جا مشھور عالم، اديب ۽ شاعر),Dr. Hidayat Prem,ڊاڪٽر ھدايت پريم,2011,"Popat Publishing House, Khairpur Mirs.",Articles,Sindhi,https://lib.sindh.org/download/9454,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ee36d8ce85.png
91,Roohaniyat- Siyasat Aen Pir Pagaro,روحانيت- سياست ۽ پير پاڳارو [پڳارو],Sattar Vistro,ستار وسطڙو,2002,"Veer Publication, Hyderabad.",Religion,Sindhi,https://lib.sindh.org/download/9453,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ee33127c34.png
92,Roohani Rehbar Shah Mardan Shah,روحاني رھبر شاھہ مردان شاھہ,Sattar Vistro,ستار وسطڙو,2002,"Veer Publication, Hyderabad.",Religion,Sindhi,https://lib.sindh.org/download/9452,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ee268d2b66.png
93,Rashid Rahnuma -1,راشد رھنما -1,Mushtaq Ahmed Nizamani,مشتاق احمد نظاماڻي,2010,"Rozy Dhani Chair, Shah Abdul Latif University, Khairpur.",Religion,Sindhi,https://lib.sindh.org/download/9451,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ed30234c59.png
94,Hurr Goreela Tahreek,حر گوريلا تحريڪ,Aftab Nabi,آفتاب نبي (سھيڙيندڙ نور احمد ميمڻ),2002,"Sindhica Academy, Karachi.",Politics,Sindhi,https://lib.sindh.org/download/9450,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ed2b163d20.png
95,Chha Rakhyo Aahay Amar Iqbal Mein (Shair),ڇا رکيو آھي امر اقبال ۾ (شاعري),Amar Iqbal,امر اقبال,2009,"Popat Publishing House, Khairpur Mirs.",Poetry,Sindhi,https://lib.sindh.org/download/9449,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ed23833894.png
96,Joriyoon Jeeu Jahan Joon (Zindagi Jo Safarnamo),جوڻيون جيء جھان جون (زندگيء جو سفرنامو),Sarkash Sindhi,سرڪش سنڌي,2007,"Zakhmi Publication, Shikarpur.",Autobiography / Biography,Sindhi,https://lib.sindh.org/download/9448,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ed0cf94595.png
97,Jin Ishq Seen Aagah (Manzoom Shairi),جن عشق سين آگاھہ (منظوم شاعري),Dard Hosh Muhammad Abro,درد ھوش محمد ابڙو,2016,"Murk Publication, Karachi.",Poetry,Sindhi,https://lib.sindh.org/download/9447,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ec9f443f94.png
98,To Pujjanna... (Novel),تو پڄاڻان ۔۔۔۔۔ (ناول),Muneer Chandio,منير چانڊيو,2011,"Kanwal Publication, Kambar.",Fiction,Sindhi,https://lib.sindh.org/download/9446,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ec9a2a6b33.png
99,Tunhinji Dil Mein Hoonday Bi Akela (Kahaniyoon),تنھنجي دل ۾ ھوندي بہ اڪيلا (ڪھاڻيون),Dr. Aijaz Samo,ڊاڪٽر اعجاز سمون,2010,"Popat Publishing House, Khairpur Mirs.",Fiction,Sindhi,https://lib.sindh.org/download/9445,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ec945b8e4c.png
100,Akan Ty Paaro (Shairi),اڪن تي پارو (شاعري),Umeed Khairpuri,اميد خيرپوري,2010,"Popat Publishing House, Khairpur Mirs.",Poetry,Sindhi,https://lib.sindh.org/download/9444,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ec883a0c33.png
101,Are Shahar-e-Janan (Shairi),اڙي شھرِ جانان (شاعري),Haleem Baghi,حليم باغي,2013,"Baghi Academy, Karachi.",Poetry,Sindhi,https://lib.sindh.org/download/9443,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ec84a86cbe.png
102,Ajrak Jehri Aashqi (Bait Aen Wayoon),اجرڪ جھڙي عاشقي (بيت ۽ وايون),Adal Soomro,ادل سومرو,2020,"Popat Publishing House, Khairpur.",Poetry,Sindhi,https://lib.sindh.org/download/9442,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ec7327b1cb.png
103,Uthey Rao Rail (Speaches),اٿي، رائو ريل (تقريرون),Dr. Qadir Magsi,ڊاڪٽر قادر مگسي,1996,"Sorath Publications, Hyderabad.",Speeches,Sindhi,https://lib.sindh.org/download/9441,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698ec6db52324.png
104,The Sindh Story,دي سنڌ اسٽوري,K. R. Malkani,ڪي آر ملڪاڻي,1997,"Sindhi Academy, Delhi.",History,English,https://lib.sindh.org/download/9440,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/69808234defa7.png
105,Sindhu Desh: A Study In Its Separate Identity Through The Ages,سنڌو ديش: اي اسٽڊي ان اٽز سيپريٽ آئيڊينٽٽي ٿرو دي ايجس,G. M. Syed,جي ايم سيد,Unkown,"G. M. Syed Academy, Karachi.",Politics,English,https://lib.sindh.org/download/9439,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698081255a314.png
106,Religion and Reality,رليجن اينڊ ريئلٽي,G. M. Syed,جي ايم سيد,1986,"Syed Ahsan Ali Rizvi, Karachi.",Religion,English,https://lib.sindh.org/download/9438,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/69807d2671f74.png
107,History of Sindh Vol. 2 (Pakistan Movement 1936-1947),ھسٽري آف سنڌ واليوم 2 (پاڪستان موومينٽ 1936-1947),Dr. Muhammad Laiq Zardari,ڊاڪٽر محمد لائق زرداري,2000,"Sindh Historical and Cultural Society, Moro.",History,English,https://lib.sindh.org/download/9437,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698077dab6634.png
108,A Case For Sindhu Desh,اي ڪيس فار سنڌو ديش,G. M. Syed,جي ايم سيد,1985,"Sorath Publication, Bombay.",Politics,English,https://lib.sindh.org/download/9436,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698051fa2c6aa.png
109,Yar (Novel),يار (ناول),Hyder Darya,حيدر دريا,2013,"Moosa Publication, Hyderabad.",Fiction,Sindhi,https://lib.sindh.org/download/9435,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698048aeb750c.png
110,Vetnami Kahaniyoon (Bai Bhanga Hik Juld Mein),ويٽنامي ڪھاڻيون (ٻئي ڀاڱا ھڪ جلد ۾),Rasool Bakhsh Palijo,رسول بخش پليجو,2015,"Roshni Publication, Kandiaro.",Fiction,Sindhi,https://lib.sindh.org/download/9434,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698048661186b.png
111,Nij Bij: Pedawar Aen Chakas,نج ٻج: پيداوار ۽ چڪاس,Dr. Shamsuddin Tunio,ڊاڪٽر شمس الدين تنيو,2005,"Roshni Publication, Kandiaro.",Agriculture/ Horticulture,Sindhi,https://lib.sindh.org/download/9433,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698047231bcf5.png
112,Munhnjo Pani Band Na Kaja (Kahaniyoon),منھنجو پاڻي بند نہ ڪجانء (ڪھاڻيون),Parvez,پرويز,2007,"Sachai Ishait Ghar, Darro.",Fiction,Sindhi,https://lib.sindh.org/download/9432,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/698046b58674d.png
113,Mansoor-e-Sani Sachal Sarmast,منصور ثاني سچل سرمست,Prof. Atta Muhammad Hami,پروفيسر عطا محمد حامي,2012,"Culture Department, Government of Sindh, Karachi.",Autobiography / Biography,Sindhi,https://lib.sindh.org/download/9431,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6980467eb3719.png
114,Kot Lakhpat Jo Qedi (Vol. 2),ڪوٽ لکپت جو قيدي (ڀاڱو ٻيو),Rasool Bakhsh Palijo,رسول بخش پليجو,1993,"New Fields Publication, Hyderabad.",Autobiography / Biography,Sindhi,https://lib.sindh.org/download/9430,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/69803dba8d1a8.png
115,Kalam-e-Kousari,ڪلام ڪوثري,Syed Ghulam Hyder Shah Kousari,سيد غلام حيدر شاھہ ڪوثري (سھيڙيندڙ ڊاڪٽر سيد غلام حسين شاھہ),2006,"Shah Latif Foundation, Karachi.",Poetry,Sindhi,https://lib.sindh.org/download/9429,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/69803cfc39d6e.png
116,Kalam Baniyo Kaat (Column Aen Interview),قلم بڻيو ڪات (ڪالم ۽ انٽرويو),Zaheer Hussain Hyderi,زھير حسين حيدري,2020,"Dr. Nazir Hussain Haidery Academy, Badin.",Interview,Sindhi,https://lib.sindh.org/download/9428,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/69803b3313033.png
117,Shah Jo Risalo 2009,شاھہ جو رسالو,Muhammad Usman Deeplai,محمد عثمان ڏيپلائي,2009,"Mehran Academy, Shikarpur.",Latifyat,Sindhi,https://lib.sindh.org/download/9427,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/69803a7a429e6.png
118,Shah Jo Risalo (Intikhab Nandho Ganj),شاھہ جو رسالو (انتخاب ننڍو گنج),Dr. Abdul Rasool Qadri,ڊاڪٽر عبدالرسول قادري,2022,"Culture Department, Government of Sindh, Karachi.",Latifyat,Sindhi,https://lib.sindh.org/download/9426,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/69803a3a471ad.png
119,Shah Joon Aakhaniyoon (Samjhania Samet),شاھ جون آکاڻيون (سمجھاڻيء سميت),Jethmal Parsram Gulrajani,ڄيٺمل پرسرام گلراجاڻي,2020,"Culture Department, Government of Sindh, Karachi.",Latifyat,Sindhi,https://lib.sindh.org/download/9425,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6980398b6c3c5.png
120,Sindhi Baranay Adab Jee Tareekh ( Vol. 1),سنڌي ٻاراڻي ادب جي تاريخ (جلد پھريون),Khalid Azad,خالد آزاد,2016,"Sindhi Language Authority, Hyderabad.",Children's Literature,Sindhi,https://lib.sindh.org/download/9424,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6980340fa497b.png
121,Sindhi Adab Aen Saqafat Te Islami Asrat 1999,سنڌي ادب ۽ ثقافت تي اسلامي اثرات,Dr. Memon Abdul Majeed Sindhi,ڊاڪٽر ميمڻ عبدالمجيد سنڌي,1999,"Mehran Academy, Shikarpur.",Culture / Civilization,Sindhi,https://lib.sindh.org/download/9423,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/697c8122096b5.png
122,Sindh Jee Seendh Meree Na Thaye,سنڌ جي سينڌ ميري نہ ٿئي,Noor Ahmed Janjhi,نور احمد جنجهي,2017,"Sindhiya Publications, Hyderabad.",History,Sindhi,https://lib.sindh.org/download/9422,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/697c7f600d6d8.png
123,Suthan Natan Ja Sat Sonhari Asool [7 Steps of Better Relation Ships],سٺن ناتن جا ست سونھري اصول,Prem P. Bhala,پريم پي ڀالا (سنڌيڪار بشير احمد ڀٽي),2014,"Roshni Publication, Kandiaro.",Learning,Sindhi,https://lib.sindh.org/download/9421,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/697c7dac8a773.png
124,Zindagia Aen Rozgar Maan Mazo Maniyo,زندگيء ۽ روزگار مان مزو ماڻيو,Dale Carnegie,ڊيل ڪارنيگي (سنڌيڪار بشير احمد ڀٽي),2014,"Roshni Publication, Kandiaro.",Learning,Sindhi,https://lib.sindh.org/download/9420,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/697c7c8f2d8bf.png
125,Rumia Jee Rehan: Wadhiyal Thi Wayoon Karae (Daftar Pehryon),روميء جي رھاڻ وڍيل ٿي وايون ڪري (دفتر پھريون),Noor Ahmed Janjhi,نور احمد جنجهي,2017,"Sindhiya Publications, Hyderabad.",Poetry,Sindhi,https://lib.sindh.org/download/9419,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/697c7211781f1.png
126,Khat-e-Ghubar,خط غبار (غلام رباني آگري جا خط حڪيم اعجاز ڏانھن),Hakeem Aijaz Hussain Chandio,حڪيم اعجاز حسين چانڊيو,2010,"Roshni Publication, Kandiaro.",Letters,Sindhi,https://lib.sindh.org/download/9418,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/697c684f036b5.png
127,Taleem Mein Bolia Jo Jabar (Masaelo Aen Un Jo Hal),تعليم ۾ ٻوليء جو جبر (مسئلو ۽ ان جو حل),Zubeida Mustafa,زبيدہ مصطفيٰ (مترجم ڊاڪٽر فھميدہ حسين),2017,"Sindhi Language Authority, Hyderabad.",Language,Sindhi,https://lib.sindh.org/download/9417,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/697c66ba8a97b.png
128,Tareekh Taleem,تاريخ تعليم,Prof. Zafar Hussain Khan,پروفيسر ظفر حسين خان,1992,"Tahir Sons, Karachi.",History,Urdu,https://lib.sindh.org/download/9416,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/697c65365c030.png
129,Punhoon (Novel),پنھون (ناول),Manzoor Thaheem,منظور ٿھيم,2017,"Roshni Publication, Kandiaro.",Fiction,Sindhi,https://lib.sindh.org/download/9415,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/697c644812d28.png
130,Palia Payo Sach,پلئہ پايو سچ,Zulfiqar Ali Qadri,ذوالفقار علي قادري,2011,"Qadri Qalam Qabeelo, Karachi.",Autobiography / Biography,Sindhi,https://lib.sindh.org/download/9414,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/697c6160b5580.png
131,Bhitai Jo Aadarshi Insan,ڀٽائيء جو آدرشي انسان (اسڪول ۽ ڪاليج سطح تي مضمون نويسيء جي مقابلي ۾ حصو وٺندڙ شاگردن جا چونڊ مضمون),Manzoor Ahmed Kanasro,منظور احمد قناصرو,Unknown,"Culture Department, Government of Sindh, Karachi.",Articles,Sindhi,https://lib.sindh.org/download/9413,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/697c601b051b6.png
132,"Bedal Saaeen Jo Risalo (Sindhi, Siraiki Aen Urdu Kalam)",بيدل سائينء جو رسالو (سنڌي، سرائڪي ۽ اردو ڪلام),Akhtar Dargahi,اختر درگاھي,2015,"Culture Department, Government of Sindh, Karachi.",Poetry,Sindhi,https://lib.sindh.org/download/9412,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/697c5f55c255a.png
133,Baqol Zartusht (Bhago Pehriyon Aen Biyon) [Thus Spake Zarathustra],بقول زرتشت (ڀاڱو پھريون ۽ ٻيو),Friedrich Nietzsche,فريڊڪ نٽشي (سنڌيڪار عبدالعزيز قنڌاري),2007,"Roshni Publication, Kandiaro.",Philosophy / Psychology,Sindhi,https://lib.sindh.org/download/9411,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/697c5e8c790ee.png
134,Bazam-e-Talpur,بزم ٽالپر,Mirza Ali Mutaqi Baig,ميرزا علي متقي بيگ,2005,"Danish Publications, Hyderabad.",Poetry,Sindhi,https://lib.sindh.org/download/9410,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/697c5d4905514.png
135,Amar Jaleel No. (Mazmoon Aen Maqala),امر جليل نمبر (مضمون ۽ مقالا),Prof. Muhammad Saleem Memon,پروفيسر محمد سليم ميمڻ,2015,"Kachho Publications, Karachi.",Articles,Sindhi,https://lib.sindh.org/download/9409,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/697c580fa1f41.png
136,Al-Nabi Khatum,النبي خاتم,Maulana Manzar Ahsan Gilani,مولانا مناظر احسن گيلاني (سنڌيڪار جلال ڪوري),2011,"Suhai Ishait Ghar, Hyderabad.",Religion,Sindhi,https://lib.sindh.org/download/9408,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/697c554714e40.png
137,Aasan Fiqa (Bai Bhanga Gad),آسان فقہ (ٻئي ڀاڱا گڏ),Maulana Yousif Islahi,مولانا محمد يوسف اصلاحي (مترجم محمد عاشق ڌامراھو),2002,"Mehran Academy, Shikarpur.",Religion,Sindhi,https://lib.sindh.org/download/9407,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/697c526cbe5cb.png
